Annual Rainfall,Cloud Visibility,Seasonal Rainfall,Temperature,Humidity,Pressure,River Level,Wind Speed,Monsoon Intensity,Average Rainfall,Flood Label
3994.5,64.7,1525.6,38.0,64.4,1014.4,14.3,12.1,8.1,836.2,1
1761.6,56.1,382.4,27.5,70.1,1012.5,2.54,28.2,1.3,252.1,0
4698.3,77.9,1295.5,27.6,46.7,981.3,13.26,5.3,8.0,822.9,1
3608.4,34.7,959.7,37.1,85.6,983.6,10.06,68.9,5.7,857.0,1
2785.6,60.0,,,64.1,982.0,7.36,7.4,4.3,721.6,1
5000.0,59.1,2000.0,18.3,53.4,993.4,15.0,20.3,9.7,691.5,1
2359.8,58.5,578.5,25.6,37.5,1000.4,4.88,9.3,2.4,496.8,0
3736.0,82.6,1397.9,23.6,46.7,1001.3,12.08,6.3,5.9,677.5,1
3571.5,17.8,863.7,23.9,96.4,990.7,8.87,26.8,3.9,763.8,1
2419.4,70.0,984.9,22.0,51.4,1016.5,10.16,57.2,5.7,210.5,1
2894.5,79.9,1124.6,16.3,41.8,994.7,9.79,96.5,6.0,331.6,1
1749.9,63.5,378.6,15.5,62.2,981.8,5.0,87.6,1.8,274.7,0
3777.9,66.0,1214.1,44.6,51.5,992.0,12.0,87.6,7.0,857.1,1
3570.5,86.7,1173.7,27.8,32.5,1001.2,10.58,17.6,6.7,712.0,1
3423.7,72.6,1203.2,26.5,52.6,996.3,11.38,26.5,7.9,505.7,1
3276.4,62.9,799.3,35.4,68.1,991.0,7.76,7.6,1.8,843.5,1
2313.7,72.4,883.0,21.5,68.6,985.3,8.61,77.8,3.7,745.1,1
3957.0,68.4,1224.7,43.5,55.0,1012.8,12.07,7.0,6.9,922.2,1
1917.8,61.6,667.9,38.6,61.3,1019.8,7.97,55.7,2.2,169.1,0
3311.4,22.9,1239.4,17.7,97.6,993.2,11.71,24.8,7.1,558.2,1
1409.5,69.2,200.0,27.5,56.4,995.3,3.07,24.3,1.5,736.1,0
2686.9,78.2,1345.7,41.4,48.1,1004.7,11.77,99.1,4.0,286.7,1
3897.9,70.4,1621.5,,47.0,1008.7,15.0,75.7,8.6,394.4,1
4178.1,65.8,1406.9,29.0,62.0,995.7,12.14,83.7,8.0,477.1,1
3625.2,40.5,1030.3,33.4,83.2,1016.2,9.74,57.2,6.8,814.9,1
3788.8,81.2,1401.0,20.0,44.4,1002.4,12.12,87.1,8.8,544.2,1
3931.6,55.4,1655.7,44.7,79.7,998.0,14.16,64.5,7.4,543.6,1
3987.3,93.8,1376.4,22.0,31.5,1005.9,12.24,94.6,5.7,487.8,1
4969.9,63.7,1885.6,43.3,59.3,1018.1,15.0,28.1,9.8,305.7,1
4182.6,32.2,1220.8,34.5,84.3,1011.8,12.13,59.5,7.3,930.8,1
3572.1,60.9,1488.3,33.2,53.7,981.6,12.13,69.0,6.4,386.0,1
2990.1,60.4,1069.4,30.4,69.5,993.3,8.86,39.3,4.7,610.7,1
4763.7,99.0,1766.5,21.9,44.3,998.8,15.0,,9.1,233.9,1
2460.3,41.0,916.1,20.3,81.9,992.6,7.46,98.0,3.7,490.8,1
2029.7,87.6,236.4,21.6,33.7,1008.0,1.73,49.4,1.1,913.4,0
2034.3,32.7,535.9,20.6,89.7,1013.1,5.92,39.1,2.8,995.9,0
1878.1,65.2,521.3,38.4,43.9,1009.3,4.82,47.2,2.0,425.6,0
2868.5,30.3,977.2,25.5,,1019.6,9.37,85.3,3.9,238.6,1
3589.8,45.4,1357.9,16.7,54.7,990.9,13.19,64.5,8.4,383.0,1
3658.2,59.1,1303.3,44.1,80.6,1015.0,10.17,4.5,6.9,394.5,1
2115.5,45.8,651.6,41.5,52.3,1010.7,6.97,54.2,2.5,680.1,0
4068.2,32.6,1633.8,42.8,93.4,994.5,15.0,1.7,8.1,546.5,1
3900.0,67.1,1231.9,44.8,38.9,1009.4,11.43,77.9,5.5,791.6,1
3421.5,67.2,990.6,20.2,42.5,984.2,10.05,32.8,5.6,731.2,1
3203.8,72.2,1155.9,26.9,64.5,1011.6,9.44,47.2,4.3,326.2,1
4475.4,83.4,1442.7,37.7,35.7,1001.3,12.79,79.9,8.8,805.8,1
2952.7,65.4,1043.6,35.9,43.7,991.7,8.98,4.6,3.9,862.7,1
1987.8,27.3,494.6,19.6,96.1,1006.2,5.44,15.9,1.8,638.6,0
3748.3,23.7,883.3,39.5,98.4,1005.7,8.51,39.8,3.7,934.9,1
4588.9,64.5,1449.6,21.7,56.3,988.4,12.32,23.0,7.4,804.7,1
4060.7,36.0,1367.4,21.7,94.6,981.2,11.54,33.8,6.9,635.9,1
2978.9,74.4,805.0,31.1,68.1,997.3,5.71,99.8,2.7,915.5,0
2770.0,51.7,659.6,32.8,48.9,1002.8,6.28,82.5,2.0,640.3,0
4117.2,46.3,1459.7,32.4,79.2,1015.1,12.23,88.4,6.9,569.1,1
3331.0,45.9,1432.8,17.7,76.1,1017.1,12.19,93.7,7.1,420.6,1
3202.6,40.1,754.6,41.3,99.2,1001.2,8.63,34.1,4.3,894.6,1
3707.1,74.7,1628.3,23.0,48.6,1010.2,14.68,29.7,8.6,210.5,1
4626.1,54.3,1686.0,18.9,77.0,997.6,15.0,23.4,9.8,526.2,1
1721.3,86.5,561.2,41.7,33.6,1009.8,6.17,83.0,2.9,583.7,0
3950.1,70.3,1185.6,43.7,38.0,988.2,11.73,68.0,6.2,599.3,1
2073.6,97.9,484.7,40.9,30.3,994.8,3.03,23.6,1.0,,1
3622.6,38.0,1450.1,39.3,100.0,1005.4,12.21,37.7,7.4,555.2,1
2960.0,50.2,1167.7,34.7,86.2,980.7,9.71,50.7,4.7,331.1,1
3084.2,54.6,907.0,31.5,85.1,1008.9,6.76,52.8,2.7,871.2,0
4221.9,61.6,1515.9,17.6,65.7,1013.4,12.99,88.9,7.8,691.8,1
5000.0,84.0,1621.9,27.3,51.0,996.0,12.81,38.1,8.3,872.4,1
2098.2,81.3,614.4,26.2,40.6,997.9,6.22,90.9,2.0,348.4,0
1762.9,67.9,620.4,22.8,49.9,1014.1,4.86,44.1,1.4,673.4,0
2821.9,64.9,974.1,36.7,56.3,1011.0,8.61,74.6,4.0,742.8,1
4346.2,43.4,1286.9,29.9,82.9,991.5,11.42,93.0,6.6,445.1,1
5000.0,50.6,1843.9,17.4,67.8,993.0,15.0,90.8,8.1,831.0,1
3098.0,98.0,1105.3,21.6,35.4,1007.2,8.03,5.7,5.9,102.3,1
3947.3,88.0,1452.2,35.5,31.3,1002.5,12.56,20.6,6.2,635.4,1
3504.2,81.2,1326.7,17.3,37.2,986.5,12.02,47.7,8.2,652.2,1
3508.0,66.9,1286.0,40.5,58.7,992.4,11.35,43.2,5.8,580.5,1
4186.6,63.5,1490.5,29.9,95.3,1016.0,11.6,64.1,6.5,667.0,1
2334.1,39.0,860.8,29.4,74.6,1007.5,8.75,94.5,5.6,250.5,1
5000.0,32.6,1659.5,32.8,86.1,1019.4,15.0,11.2,8.9,716.3,1
2467.9,46.1,875.3,39.7,62.6,1010.7,7.65,45.2,3.1,402.2,0
2378.8,63.4,844.2,25.4,55.3,1017.7,6.84,19.2,3.4,506.8,0
2501.4,82.4,679.5,35.3,37.6,988.6,5.4,89.4,2.2,399.8,0
4459.6,32.3,1576.7,32.0,91.3,1010.9,14.27,96.5,8.4,526.5,1
2851.9,36.7,841.8,23.0,84.8,980.8,8.39,47.9,4.7,659.4,1
3723.6,78.0,1274.9,41.4,41.8,1006.8,10.59,10.4,4.1,854.5,1
3863.5,52.3,1699.3,38.9,65.9,998.8,15.0,78.5,9.8,535.1,1
4789.7,61.8,1766.3,34.8,64.1,993.9,15.0,69.7,9.3,390.9,1
4630.0,62.1,1665.2,40.5,73.8,1014.5,14.84,35.5,9.7,539.1,1
1689.4,39.8,300.7,41.0,96.2,1014.2,3.41,88.7,2.3,719.9,0
3958.9,62.3,1514.5,36.3,70.6,980.9,14.3,97.6,9.0,412.0,0
2258.1,66.6,676.6,40.1,67.8,1004.4,6.89,55.8,4.0,472.9,0
2856.8,86.0,630.8,35.9,33.5,994.7,6.26,56.6,1.1,606.6,0
2327.7,80.9,887.2,35.4,34.4,996.6,9.03,29.8,4.5,364.6,1
2722.8,67.8,1060.3,33.6,43.1,1013.3,9.82,58.5,5.6,288.2,1
1384.2,80.3,436.4,37.6,32.3,992.4,4.88,44.0,2.0,226.4,0
3390.3,39.1,1190.0,19.8,82.0,1017.7,9.71,30.2,5.8,417.3,1
3558.0,52.8,1448.8,41.4,80.6,987.2,12.98,6.7,8.4,143.5,1
3402.5,81.8,1108.7,41.2,39.5,1006.5,9.69,25.3,4.4,625.1,1
2436.9,46.1,971.4,15.9,88.5,1006.9,7.23,19.8,4.2,258.3,1
3028.4,65.7,821.6,39.8,40.8,990.1,7.89,54.2,4.0,439.7,0
4353.5,83.5,1823.7,18.9,51.1,993.0,14.9,60.2,9.3,342.3,1
2557.7,67.8,517.0,25.1,47.4,1013.4,4.0,60.9,1.4,667.4,0
4415.2,54.2,1054.1,37.3,56.1,1010.5,8.9,38.8,5.0,865.3,1
2083.6,67.3,587.8,19.8,47.8,993.2,5.86,42.1,3.4,670.0,0
4482.9,83.5,1646.0,39.5,64.2,1001.4,13.43,83.4,9.0,588.3,1
2418.5,59.3,627.9,40.0,58.5,982.5,6.2,47.6,1.9,702.2,0
3647.2,27.5,1205.5,30.2,99.1,988.3,10.26,98.8,4.7,127.0,1
2399.2,80.9,886.4,15.2,33.9,999.4,9.72,44.0,4.7,210.6,1
4742.1,76.6,1991.0,23.6,40.0,983.4,15.0,65.0,9.0,185.4,1
2405.3,75.2,824.4,,33.7,1013.7,7.58,5.0,2.9,188.4,0
2989.7,52.4,1092.7,44.4,73.8,1008.7,9.59,65.3,6.8,334.4,1
2314.8,93.7,504.7,34.0,33.8,1017.7,3.97,85.1,2.2,578.8,0
4633.3,42.3,1951.0,22.8,88.6,1007.7,15.0,94.2,9.6,203.2,1
4460.3,46.2,1437.1,34.0,65.8,1017.6,11.28,99.7,6.3,941.6,1
4029.2,53.0,1298.2,31.2,66.9,1002.2,11.96,28.2,6.6,868.8,1
3409.3,49.0,1058.1,38.4,69.3,1004.0,10.68,57.5,4.9,974.5,1
2032.3,77.0,737.4,18.2,42.0,1019.1,7.81,45.1,4.1,138.3,1
3403.5,88.2,935.3,37.8,43.8,1005.7,8.23,56.4,2.9,866.3,0
3723.2,66.7,1117.2,31.2,52.3,981.2,10.49,15.7,6.4,823.4,1
5000.0,51.9,1865.4,43.9,71.5,1009.0,15.0,85.6,9.6,911.9,1
3910.0,92.0,1138.5,25.3,44.7,1016.2,9.43,91.0,4.2,575.1,1
4451.7,88.2,1649.5,34.0,38.1,1011.8,14.02,45.0,8.9,809.1,1
2278.6,37.4,796.0,43.0,97.9,1003.4,5.66,28.0,2.3,146.2,0
4592.1,100.0,1990.9,18.1,31.5,1006.9,15.0,14.1,9.4,168.3,1
2301.2,45.9,963.4,43.1,86.2,1019.6,9.33,68.4,4.2,206.7,1
3465.3,22.0,936.3,35.6,85.2,983.6,7.35,31.2,4.4,923.3,1
3018.0,77.7,1064.8,17.0,50.8,1006.7,10.57,91.0,5.2,155.1,1
2983.4,62.5,1308.2,24.0,39.5,991.3,12.81,67.1,7.5,190.1,1
3938.4,82.4,1306.7,36.2,40.2,1005.6,12.15,64.6,7.5,937.4,1
2882.6,29.8,1163.8,17.0,78.8,1004.3,10.43,55.9,5.3,196.7,1
3193.6,45.3,1131.7,32.5,75.0,986.1,9.92,4.6,5.7,882.8,1
2378.7,38.5,539.6,25.4,84.8,988.3,4.78,93.2,1.3,810.3,0
1567.3,25.8,637.3,33.6,95.6,1004.9,5.95,62.8,3.7,136.3,0
2473.8,43.8,903.2,16.4,78.4,985.1,8.09,99.4,4.1,119.7,1
3879.3,87.6,1358.8,41.1,40.9,990.6,11.68,53.7,6.0,580.9,1
3687.1,65.2,1035.9,44.2,47.0,1013.4,11.13,71.0,6.0,997.5,1
4345.0,44.3,1410.8,44.1,89.0,993.1,12.87,5.6,7.4,890.9,1
3617.9,64.6,1139.8,37.5,44.7,999.5,10.65,63.2,7.5,379.0,1
1848.5,80.0,571.7,18.9,35.1,1017.6,5.6,76.5,3.1,447.7,0
3943.4,49.9,1610.9,37.7,79.2,989.1,13.27,77.9,7.9,,1
2317.5,53.5,430.1,15.7,58.2,995.6,3.61,77.0,1.2,760.8,0
4247.7,21.4,1690.1,15.7,94.4,1004.3,14.85,22.6,7.4,407.0,1
2375.9,54.5,652.6,24.7,75.5,1010.2,5.29,97.5,1.9,233.0,0
4470.1,92.2,1514.6,29.7,36.3,1016.1,12.62,99.5,7.6,772.4,1
3587.9,32.1,1000.1,38.1,96.3,1016.6,8.82,7.6,5.7,512.2,1
2606.8,66.9,982.5,35.5,48.1,1011.1,8.29,93.6,4.9,169.1,1
3411.4,68.7,1272.5,28.4,53.6,989.1,12.42,28.9,7.2,811.0,1
1907.5,64.0,339.3,23.2,58.2,981.0,3.68,68.9,1.3,626.8,0
2721.5,85.6,851.3,44.9,33.6,995.4,7.09,33.8,3.0,540.4,0
4190.1,32.9,1411.9,27.8,64.8,985.7,12.11,96.8,6.5,706.0,1
4560.8,68.4,1653.6,28.5,38.6,1008.4,14.55,,8.6,554.8,1
2703.8,55.1,840.3,19.9,58.1,1006.4,7.22,49.8,4.4,683.6,1
2775.9,67.9,848.9,38.8,54.5,981.8,6.31,42.8,3.3,880.7,0
2835.2,44.6,863.4,35.8,84.1,1013.5,9.52,32.6,5.7,652.2,1
3456.4,47.4,1488.6,21.6,86.2,989.9,13.36,64.6,6.6,693.6,1
2821.5,80.0,822.4,17.5,40.7,997.3,8.15,13.1,4.8,652.5,1
3886.8,52.5,1465.5,35.4,55.7,1006.7,14.08,71.7,8.9,578.1,1
3361.1,79.6,1173.9,34.6,56.1,997.2,11.86,98.1,5.7,254.8,1
1364.3,90.2,529.0,23.2,40.6,997.7,4.27,80.5,1.3,402.1,0
2706.1,28.7,740.2,43.5,85.9,982.6,5.75,86.0,3.0,723.8,0
3239.5,49.7,891.9,19.5,79.5,996.1,8.9,36.0,5.1,482.9,1
4292.0,69.4,1561.9,28.0,43.3,1010.6,12.11,32.5,7.3,465.5,1
2565.1,66.9,493.8,43.3,55.7,1016.6,5.18,51.7,3.0,783.3,0
3797.8,90.6,1545.5,27.6,37.4,996.5,13.95,4.6,9.8,105.0,1
2440.6,72.1,864.0,34.2,74.0,996.9,8.27,94.5,3.9,711.1,1
3048.7,86.7,979.2,26.9,38.5,1008.1,8.81,14.4,5.8,540.3,1
2379.6,33.7,659.0,23.2,99.0,1017.7,6.38,90.3,1.2,439.1,0
3518.8,38.9,1467.9,44.5,84.6,990.7,,8.4,9.0,406.5,1
4214.6,66.0,1748.5,27.3,57.3,997.6,15.0,82.3,8.1,255.6,1
1768.8,67.2,869.1,41.8,70.5,1011.8,6.79,15.2,2.8,400.8,0
4642.3,34.5,1895.1,21.9,93.8,1004.4,15.0,3.8,9.4,452.3,1
3181.7,46.1,1159.4,21.4,68.8,984.4,8.68,71.9,3.8,493.7,1
4419.0,60.0,1396.6,15.9,42.2,1005.1,12.25,28.0,7.2,705.1,1
3634.6,69.9,1403.7,34.6,56.5,987.5,13.83,71.4,8.4,508.2,1
4106.3,41.3,1434.8,26.1,89.0,1000.4,12.77,55.5,7.7,816.7,1
4359.5,43.5,1603.7,40.9,75.1,1001.2,15.0,10.9,9.3,675.8,1
3614.3,59.8,1510.4,29.2,75.6,1015.0,13.55,93.2,8.8,270.6,1
4696.1,33.2,1815.4,44.0,90.7,998.5,15.0,45.2,10.0,349.5,1
1373.1,34.6,649.8,20.6,92.6,991.2,6.09,73.4,2.6,171.3,0
3289.3,34.3,748.6,41.1,94.4,989.2,7.48,50.1,3.7,951.1,1
3938.5,77.2,1272.1,38.3,36.6,1015.0,9.8,60.4,6.7,897.9,1
4110.7,57.9,1522.0,38.1,68.1,986.8,13.59,30.3,7.6,176.3,1
2922.9,56.0,1315.2,40.3,81.8,997.0,10.46,20.0,5.8,616.7,1
1352.2,32.2,309.4,37.8,83.0,987.5,2.57,54.3,,964.4,1
4266.2,56.9,1540.7,33.8,72.5,1010.9,14.1,44.0,8.6,772.4,1
4646.4,78.4,1726.0,18.9,41.7,999.0,15.0,39.0,9.6,542.6,1
2290.7,42.9,820.1,16.0,85.8,994.0,7.95,67.3,4.6,317.0,1
2497.4,54.4,735.5,42.6,80.4,994.4,5.54,69.1,3.0,351.1,0
2553.6,81.7,498.3,33.5,36.0,1014.1,3.92,4.6,1.2,762.6,0
3198.7,64.8,848.2,38.9,62.5,1002.2,7.01,33.9,3.1,802.5,0
3919.7,83.4,1406.5,29.4,42.2,1008.7,12.52,41.2,7.3,575.8,1
3834.5,62.1,1548.5,18.5,53.6,1015.9,13.92,9.7,9.2,208.9,1
3012.1,88.0,878.0,18.8,31.3,1016.1,7.4,23.6,1.8,940.5,0
3986.2,61.1,1321.3,35.6,58.0,993.1,12.12,5.2,6.0,860.3,1
3363.0,53.9,1471.9,27.9,68.5,1018.1,13.01,99.6,7.3,226.5,1
2363.3,48.1,973.8,21.0,73.4,981.0,8.96,73.7,3.5,151.1,1
3748.7,53.6,1256.1,,76.4,995.1,10.77,8.7,6.1,582.3,1
3933.9,40.0,1608.5,16.9,88.5,1015.8,15.0,2.0,7.4,355.7,1
3812.6,77.9,1589.5,32.5,45.1,991.0,14.4,71.9,8.5,354.9,1
2935.5,79.1,1061.1,23.1,38.4,990.9,9.94,43.9,5.1,178.5,1
4681.8,22.3,1554.9,38.9,89.6,992.1,14.83,78.7,7.7,958.0,1
3470.3,77.5,1093.9,24.3,41.0,1004.5,9.12,92.3,3.7,847.1,1
2586.6,,964.4,28.7,98.2,997.5,7.44,59.9,2.9,202.5,1
3097.3,41.2,791.8,15.3,89.0,1009.1,7.87,18.7,2.7,888.9,1
3529.3,52.0,1012.0,17.2,65.1,1015.8,9.86,78.2,4.2,714.7,1
2158.9,19.1,602.8,26.8,98.7,1007.0,5.27,95.6,1.3,392.9,0
2986.3,86.8,979.9,29.4,36.8,988.2,9.71,58.0,3.5,884.1,1
4122.4,66.3,1525.3,33.0,51.2,1017.3,12.83,68.2,6.9,638.2,1
3820.1,52.0,1289.2,23.7,74.7,990.6,12.21,33.7,6.8,863.8,1
2200.5,63.6,747.0,35.8,54.5,986.0,7.36,38.2,1.7,522.3,0
2978.9,34.0,889.5,40.8,95.0,983.6,7.85,73.5,3.6,550.6,1
3667.4,77.8,1316.5,38.4,34.6,1002.5,11.72,92.8,6.1,361.9,1
3341.5,45.6,1087.3,16.2,68.5,984.6,9.89,62.9,3.9,448.9,1
3066.4,57.6,1126.3,29.4,71.4,985.6,9.37,79.0,4.8,611.0,1
4599.0,43.4,1549.7,18.1,75.7,992.0,12.61,17.2,7.4,952.4,1
1946.4,73.3,404.1,22.3,47.9,991.3,4.92,21.2,1.1,640.1,0
2920.6,69.7,1047.9,44.6,55.5,1004.2,8.93,53.2,3.5,232.6,1
2138.3,32.9,746.6,19.3,89.1,1012.7,5.99,17.7,2.3,106.3,0
2644.5,63.0,641.2,30.0,43.6,1010.5,5.78,63.5,2.1,865.9,0
4707.8,64.0,1909.9,33.5,87.9,990.5,15.0,29.2,9.6,427.9,1
3908.6,49.2,1346.5,36.1,69.4,989.8,9.58,79.2,4.4,383.5,1
3034.6,49.6,986.2,31.8,83.4,1018.6,9.79,80.8,5.7,820.7,1
4039.1,65.4,1320.1,15.3,80.0,980.3,12.29,46.4,7.6,950.8,1
3431.4,82.3,916.8,24.8,44.5,1015.2,8.4,18.1,1.4,773.2,0
2191.9,51.1,839.4,30.5,69.8,988.0,7.13,64.7,3.2,256.5,0
3928.3,36.7,1602.0,17.6,90.7,1017.9,15.0,99.3,8.5,452.2,1
4696.4,53.5,1596.4,25.5,60.2,993.7,14.05,62.3,8.8,783.5,1
3258.6,40.7,1134.7,16.0,97.7,997.6,9.66,3.6,4.4,916.2,1
4392.4,66.3,1347.8,17.4,61.7,1008.3,11.06,1.7,4.4,998.7,1
3657.6,72.9,1372.0,26.9,40.0,1003.5,14.03,32.0,7.8,560.4,1
3130.9,53.8,833.8,19.0,57.3,992.7,6.47,19.6,3.7,840.3,0
1386.7,19.5,555.5,32.0,96.6,1002.2,5.55,81.3,2.1,142.0,0
3028.0,78.0,907.6,35.7,52.4,1009.2,7.81,84.5,3.3,357.2,0
2881.7,38.6,1156.3,39.0,90.8,981.7,9.71,25.9,4.5,434.4,1
3222.7,38.8,763.6,21.0,91.7,980.4,6.64,32.6,1.5,978.0,0
2672.9,58.2,1211.2,20.0,54.5,998.3,11.28,23.6,5.3,103.1,1
5000.0,66.7,1826.9,18.1,35.8,985.3,15.0,90.8,7.7,377.2,1
3530.6,55.1,1057.3,34.1,80.7,1006.6,10.58,50.3,5.6,937.4,1
2305.0,69.0,421.9,36.2,51.8,988.6,3.99,65.6,1.6,376.0,0
3086.1,51.2,1264.6,15.9,84.8,997.3,10.53,41.5,5.0,302.6,1
3975.2,57.4,1425.4,43.1,61.0,987.9,11.7,63.1,7.4,757.1,1
2278.1,56.5,322.0,16.6,64.0,1001.9,5.13,38.6,1.5,770.8,0
1563.9,49.6,483.4,31.2,84.5,984.6,4.37,34.0,1.5,525.0,0
3219.8,71.9,988.7,36.3,56.8,980.9,8.43,63.4,4.3,952.2,1
2163.5,69.2,616.3,41.1,61.0,982.0,6.28,59.1,2.8,282.4,1
4236.0,62.0,1559.8,36.4,56.3,1018.2,15.0,29.4,9.4,922.1,1
3843.8,71.6,1203.7,39.1,55.7,985.7,10.16,14.9,6.2,780.0,1
2338.9,67.6,678.2,25.2,66.8,1008.3,7.45,36.9,3.6,431.4,0
3865.6,39.7,1496.7,39.4,86.6,982.7,12.67,41.5,7.3,826.2,1
2339.4,60.6,664.6,17.4,55.3,984.3,7.88,62.9,4.4,219.9,0
1623.0,70.1,641.9,41.8,66.7,1000.4,5.29,91.5,2.2,217.9,0
3364.7,41.9,848.2,31.4,77.0,998.6,7.93,3.6,3.1,,1
3332.1,77.2,1304.1,39.5,48.9,1018.1,11.57,24.4,6.8,185.3,1
1835.2,69.9,684.0,28.6,49.4,1017.8,4.79,19.4,1.5,103.7,0
1843.6,15.3,612.5,34.3,95.3,1011.2,4.92,50.2,3.5,450.1,0
2044.4,56.8,626.1,30.8,80.6,1004.1,5.31,43.0,2.9,193.5,0
2459.0,26.1,672.0,36.9,70.4,998.2,6.95,72.9,2.8,876.7,0
4750.1,29.9,1478.6,17.4,75.3,994.2,11.18,24.2,7.1,930.4,1
4602.8,89.6,1597.6,16.8,32.1,1017.9,14.23,59.4,8.4,534.2,1
4951.4,56.7,1737.9,22.4,73.3,1004.1,14.6,88.4,7.4,482.9,1
3571.1,51.1,1200.9,19.8,65.7,1003.2,9.58,91.1,6.8,585.1,1
3638.2,56.9,1478.0,41.2,68.2,989.3,12.93,95.9,9.2,303.6,1
2373.5,40.6,797.2,21.6,55.2,981.9,5.75,77.3,1.5,368.2,0
1502.8,88.5,461.5,44.3,35.7,1017.8,4.81,90.6,2.5,190.9,0
3300.0,77.7,1111.9,25.1,43.5,992.5,10.74,23.5,4.7,501.8,1
2893.5,32.3,806.0,20.5,96.6,997.7,8.44,19.8,4.4,650.5,1
3214.6,63.3,704.0,38.7,58.6,984.6,6.84,0.6,4.8,937.2,0
2616.2,64.8,672.5,34.8,62.7,1013.5,5.51,70.7,2.9,765.2,0
2403.3,82.8,786.8,29.9,33.7,981.1,5.41,93.7,2.3,750.8,0
2663.3,65.2,954.1,31.7,32.6,1013.4,8.66,18.7,5.6,377.2,1
5000.0,67.8,1789.3,36.6,80.2,985.6,14.76,63.7,9.4,899.5,1
3172.5,67.9,1093.6,21.9,67.7,1015.5,9.34,74.6,4.5,952.3,1
2296.3,44.7,317.8,44.9,65.6,1009.2,3.46,92.8,1.4,939.0,0
3256.1,68.9,1369.2,44.2,47.0,986.6,11.78,64.7,7.4,134.9,1
3038.0,41.9,1079.6,34.5,82.1,1002.6,8.56,97.0,3.6,643.9,1
3054.5,87.4,878.5,21.0,41.8,992.5,7.0,34.5,3.2,678.9,0
3030.9,53.8,848.5,35.4,43.3,987.1,7.25,35.0,3.9,365.6,0
4574.2,55.2,1489.4,17.2,62.2,1014.4,14.09,54.3,7.5,993.2,1
3688.5,52.4,1452.6,15.9,50.0,996.1,13.48,38.4,8.4,362.1,1
3228.0,69.3,1410.9,22.7,47.3,995.9,12.41,0.1,6.3,295.0,1
3110.7,45.1,1052.3,28.9,75.2,986.8,9.68,73.2,3.9,535.7,1
2265.8,50.3,887.3,41.0,75.6,995.3,8.58,75.2,3.8,390.8,1
2643.5,33.8,652.4,36.8,87.7,1014.9,6.9,74.7,2.1,931.6,0
4097.4,55.1,1560.1,37.3,59.2,994.5,14.59,34.5,9.4,496.1,1
2478.3,88.1,1108.7,27.8,35.1,1018.1,10.51,52.2,6.7,469.1,1
2439.6,75.2,429.9,25.4,49.2,1017.9,3.6,36.0,1.2,663.3,1
2963.6,36.6,1331.1,26.1,98.6,985.8,11.11,1.6,7.0,173.0,1
3651.4,50.8,1213.1,44.6,71.7,987.1,10.99,56.2,5.0,781.1,1
5000.0,40.5,1901.3,16.2,79.7,1014.5,15.0,12.4,9.8,791.6,1
4586.1,84.4,1583.5,41.0,30.5,995.7,12.76,8.0,8.4,526.6,1
2942.2,62.0,859.9,32.4,66.3,980.2,5.5,75.5,2.5,960.1,0
2929.9,62.1,1280.6,28.2,32.6,991.0,13.39,1.0,7.5,621.4,1
4083.5,58.1,1267.1,36.8,69.8,1003.9,9.96,95.9,5.4,725.7,1
2225.0,37.5,583.9,29.6,94.5,1012.0,5.03,51.5,2.7,931.9,0
4466.0,32.4,1579.3,41.2,97.8,985.3,14.37,98.3,7.3,699.7,1
3489.1,54.2,1187.0,42.0,67.8,984.4,9.53,5.8,5.9,488.6,1
1000.0,34.7,200.0,27.7,62.1,1016.9,3.13,58.4,1.3,122.3,0
3635.9,28.7,1432.4,23.3,96.2,1010.0,13.78,34.9,6.8,755.5,1
,66.2,1428.7,32.8,77.2,1003.6,13.95,84.3,6.7,968.4,1
1400.0,82.5,576.0,42.4,34.5,1010.8,5.02,36.1,2.3,523.2,0
2235.3,56.8,865.4,21.3,62.6,997.2,7.84,26.0,4.1,405.8,1
3538.3,72.7,1217.0,33.7,46.8,1010.3,10.49,85.8,6.3,567.3,1
1926.2,63.2,348.6,33.9,62.9,994.9,3.98,37.5,,755.6,0
3184.4,67.1,1246.5,37.0,61.9,989.8,12.99,1.7,8.7,100.6,1
2898.0,51.1,682.4,18.9,70.8,1009.2,4.47,39.0,1.2,898.5,0
1823.6,70.3,465.2,36.5,55.0,996.8,5.08,65.5,1.9,897.7,0
2471.8,93.6,885.0,42.3,41.5,1019.3,6.97,25.4,2.0,587.2,0
3675.6,67.9,1368.5,20.4,65.3,994.0,12.61,43.2,5.8,210.1,0
4706.4,62.9,1522.2,22.1,88.1,1016.9,13.82,5.7,6.6,704.6,1
2228.8,42.2,897.5,44.1,76.5,1017.3,7.91,58.8,4.6,224.1,1
2331.3,83.8,598.4,20.4,53.7,989.7,5.94,75.6,3.6,556.8,0
3685.5,25.7,1379.5,40.6,95.5,1011.9,13.31,41.3,8.3,184.3,1
2151.9,38.5,475.2,29.8,93.9,997.3,5.28,42.0,1.6,630.2,0
1756.5,81.6,472.4,22.4,44.7,1016.7,3.27,8.8,3.5,386.3,0
2018.7,78.7,431.5,41.1,32.8,998.0,4.84,20.2,1.4,847.9,0
2792.5,45.4,438.5,28.4,81.9,1009.8,5.4,15.5,1.1,820.0,0
2993.3,48.8,732.9,30.4,87.9,998.7,7.27,48.2,4.2,998.6,1
2062.3,24.7,556.9,25.8,97.8,989.1,6.2,52.9,2.8,331.8,0
